total_male_article_count,total_female_article_count,total_male_word_count,total_female_word_count,disgust_word_count_male_absolute,disgust_word_count_male_percentage,disgust_word_count_female_absolute,disgust_word_count_female_percentage
1103,1656,2704464,3935313,9,.00033278313188861000,24,.00060986254460572700
